id,date,week,visitor,home,line,overunder,vscore,hscore,lresult,result,ouresult,vmoneyline,hmoneyline
2267,1990-11-25,12,IND,CIN,11.5,41.0,34,20,1,1,1,,
2268,1990-11-25,12,SEA,SD,3.5,37.0,13,10,1,1,-1,,
2269,1990-11-25,12,LARam,SF,11.5,47.0,28,17,1,1,-1,,
2270,1990-11-25,12,KC,LARai,4.0,36.0,27,24,1,1,1,,
2271,1990-11-25,12,TB,GB,7.5,39.0,10,20,-1,-1,-1,,
2272,1990-11-25,12,MIA,CLE,-5.0,36.0,30,13,1,1,1,,
2273,1990-11-25,12,NWE,PHO,5.0,38.0,14,34,-1,-1,1,,
2274,1990-11-22,12,WAS,DAL,-5.5,39.0,17,27,-1,-1,1,,
2275,1990-11-22,12,DEN,DET,1.0,45.0,27,40,-1,-1,1,,
2276,1990-11-19,11,LARai,MIA,3.5,37.0,13,10,1,1,-1,,
2277,1990-11-18,11,DAL,LARam,9.0,42.0,24,21,1,1,1,,
2278,1990-11-18,11,DET,NYG,12.5,40.0,0,20,-1,-1,-1,,
2279,1990-11-18,11,NWE,BUF,15.0,39.0,0,14,1,-1,-1,,
2280,1990-11-18,11,GB,PHO,-5.0,41.0,24,21,-1,1,1,,
2281,1990-11-18,11,SD,KC,3.5,35.0,10,27,-1,-1,1,,
2282,1990-11-18,11,MIN,SEA,3.5,39.0,24,21,1,1,1,,
2283,1990-11-18,11,TB,SF,14.5,43.0,7,31,-1,-1,-1,,
2284,1990-11-18,11,NO,WAS,3.5,38.0,17,31,-1,-1,1,,
2285,1990-11-18,11,PIT,CIN,2.5,42.0,3,27,-1,-1,-1,,
2286,1990-11-18,11,PHI,ATL,1.0,47.0,24,23,1,1,0,,
2287,1990-11-18,11,CHI,DEN,-2.5,40.0,16,13,1,1,-1,,
2288,1990-11-18,11,NYJ,IND,-3.0,37.0,14,17,-1,-1,-1,,
2289,1990-11-18,11,HOU,CLE,-3.5,38.0,35,23,1,1,1,,
2290,1990-11-12,10,WAS,PHI,3.0,44.0,14,28,-1,-1,-1,,
2291,1990-11-11,10,IND,NWE,2.0,37.0,13,10,1,1,-1,,
2292,1990-11-11,10,TB,NO,7.0,38.0,7,35,-1,-1,1,,
2293,1990-11-11,10,SEA,KC,6.5,38.0,17,16,1,1,-1,,
2294,1990-11-11,10,GB,LARai,7.0,38.0,29,16,1,1,1,,
2295,1990-11-11,10,DEN,SD,2.5,40.0,7,19,-1,-1,-1,,
2296,1990-11-11,10,PHO,BUF,12.5,38.0,14,45,-1,-1,1,,
2297,1990-11-11,10,ATL,CHI,9.0,41.0,24,30,1,-1,1,,
2298,1990-11-11,10,MIA,NYJ,-3.5,38.0,17,3,1,1,-1,,
2299,1990-11-11,10,SF,DAL,-10.0,40.0,24,6,1,1,-1,,
2300,1990-11-11,10,NYG,LARam,-4.0,44.0,31,7,1,1,-1,,
2301,1990-11-11,10,MIN,DET,2.5,46.0,17,7,1,1,-1,,
2302,1990-11-05,9,NYG,IND,-10.0,37.0,24,7,1,1,-1,,
2303,1990-11-04,9,PHO,MIA,9.5,39.0,3,23,-1,-1,-1,,
2304,1990-11-04,9,SF,GB,-7.0,43.0,24,20,-1,1,1,,
2305,1990-11-04,9,DEN,MIN,-1.0,44.0,22,27,-1,-1,1,,
2306,1990-11-04,9,NWE,PHI,9.0,38.0,20,48,-1,-1,1,,
2307,1990-11-04,9,CHI,TB,-5.0,39.0,26,6,1,1,-1,,
2308,1990-11-04,9,ATL,PIT,4.0,44.0,9,21,-1,-1,-1,,
2309,1990-11-04,9,HOU,LARam,4.0,51.0,13,17,0,-1,-1,,
2310,1990-11-04,9,NO,CIN,7.0,44.0,21,7,1,1,-1,,
2311,1990-11-04,9,BUF,CLE,-3.0,39.0,42,0,1,1,1,,
2312,1990-11-04,9,WAS,DET,-3.0,43.0,41,38,0,1,1,,
2313,1990-11-04,9,DAL,NYJ,4.5,38.0,9,24,-1,-1,-1,,
2314,1990-11-04,9,SD,SEA,5.0,39.0,31,14,1,1,1,,
2315,1990-11-04,9,LARai,KC,2.0,38.0,7,9,0,-1,-1,,
2316,1990-10-29,8,LARam,PIT,1.0,44.0,10,41,-1,-1,1,,
2317,1990-10-28,8,NYJ,HOU,8.5,46.0,17,12,1,1,-1,,
2318,1990-10-28,8,DET,NO,5.0,43.0,27,10,1,1,-1,,
2319,1990-10-28,8,WAS,NYG,3.5,38.0,10,21,-1,-1,-1,,
2320,1990-10-28,8,CHI,PHO,-6.5,37.0,31,21,1,1,1,,
2321,1990-10-28,8,CLE,SF,13.0,42.0,17,20,1,-1,-1,,
2322,1990-10-28,8,MIN,GB,2.0,42.0,10,24,-1,-1,-1,,
2323,1990-10-28,8,BUF,NWE,-6.0,42.0,27,10,1,1,-1,,
2324,1990-10-28,8,CIN,ATL,0.0,53.0,10,31,-1,-1,-1,,
2325,1990-10-28,8,PHI,DAL,-3.5,37.0,21,20,-1,1,1,,
2326,1990-10-28,8,MIA,IND,-2.5,41.0,27,7,1,1,-1,,
2327,1990-10-28,8,TB,SD,3.5,36.0,10,41,-1,-1,1,,
2328,1990-10-22,7,CIN,CLE,2.5,43.0,34,13,1,1,1,,
2329,1990-10-21,7,NO,HOU,5.0,43.0,10,23,-1,-1,-1,,
2330,1990-10-21,7,PHI,WAS,5.0,44.0,7,13,-1,-1,-1,,
2331,1990-10-21,7,PHO,NYG,13.5,38.0,19,20,1,-1,1,,
2332,1990-10-21,7,ATL,LARam,6.0,50.0,24,44,-1,-1,1,,
2333,1990-10-21,7,LARai,SD,-3.0,37.0,24,9,1,1,-1,,
2334,1990-10-21,7,KC,SEA,1.5,42.0,7,19,-1,-1,-1,,
2335,1990-10-21,7,PIT,SF,10.0,42.0,7,27,-1,-1,-1,,
2336,1990-10-21,7,DEN,IND,1.0,44.0,27,17,1,1,0,,
2337,1990-10-21,7,NYJ,BUF,9.0,42.0,27,30,1,-1,1,,
2338,1990-10-21,7,DAL,TB,8.5,38.0,17,13,1,1,-1,,
2339,1990-10-18,7,NWE,MIA,10.0,42.0,10,17,1,-1,-1,,
2340,1990-10-15,6,MIN,PHI,4.5,41.0,24,32,-1,-1,1,,
2341,1990-10-14,6,SD,NYJ,4.0,38.0,39,3,1,1,1,,
2342,1990-10-14,6,DAL,PHO,1.5,37.0,3,20,-1,-1,-1,,
2343,1990-10-14,6,NYG,WAS,-1.0,39.0,24,20,1,1,1,,
2344,1990-10-14,6,LARam,CHI,2.0,41.0,9,38,-1,-1,1,,
2345,1990-10-14,6,SEA,LARai,4.5,39.0,17,24,-1,-1,1,,
2346,1990-10-14,6,CIN,HOU,4.0,48.0,17,48,-1,-1,1,,
2347,1990-10-14,6,GB,TB,2.5,44.0,14,26,-1,-1,-1,,
2348,1990-10-14,6,PIT,DEN,7.5,39.0,34,17,1,1,1,,
2349,1990-10-14,6,DET,KC,6.5,41.0,24,43,-1,-1,1,,
2350,1990-10-14,6,SF,ATL,-5.5,46.0,45,35,1,1,1,,
2351,1990-10-14,6,CLE,NO,5.0,38.0,20,25,0,-1,1,,
2352,1990-10-08,5,CLE,DEN,9.5,39.0,30,29,1,1,1,,
2353,1990-10-07,5,SF,HOU,-5.5,46.0,24,21,-1,1,-1,,
2354,1990-10-07,5,GB,CHI,4.0,38.0,13,27,-1,-1,1,,
2355,1990-10-07,5,TB,DAL,-2.5,40.0,10,14,-1,-1,-1,,
2356,1990-10-07,5,LARai,BUF,3.0,37.0,24,38,-1,-1,1,,
2357,1990-10-07,5,NO,ATL,2.5,40.0,27,28,1,-1,1,,
2358,1990-10-07,5,CIN,LARam,5.0,47.0,34,31,1,1,1,,
2359,1990-10-07,5,KC,IND,-6.0,37.0,19,23,-1,-1,1,,
2360,1990-10-07,5,SEA,NWE,-3.0,39.0,33,20,1,1,1,,
2361,1990-10-07,5,SD,PIT,-1.0,34.0,14,36,-1,-1,1,,
2362,1990-10-07,5,DET,MIN,7.0,43.0,34,27,1,1,1,,
2363,1990-10-07,5,NYJ,MIA,6.5,45.0,16,20,1,-1,-1,,
2364,1990-10-01,4,CIN,SEA,-2.5,43.0,16,31,-1,-1,1,,
2365,1990-09-30,4,DEN,BUF,3.0,41.0,28,29,1,-1,1,,
2366,1990-09-30,4,IND,PHI,13.0,37.0,24,23,1,1,1,,
2367,1990-09-30,4,WAS,PHO,-6.5,37.0,38,10,1,1,1,,
2368,1990-09-30,4,CHI,LARai,1.5,34.0,10,24,-1,-1,0,,
2369,1990-09-30,4,MIA,PIT,-2.0,36.0,28,6,1,1,-1,,
2370,1990-09-30,4,GB,DET,2.5,46.0,24,21,1,1,-1,,
2371,1990-09-30,4,CLE,KC,6.5,36.0,0,34,-1,-1,-1,,
2372,1990-09-30,4,DAL,NYG,13.5,36.0,17,31,-1,-1,1,,
2373,1990-09-30,4,TB,MIN,8.0,40.0,23,20,1,1,1,,
2374,1990-09-30,4,NYJ,NWE,0.0,40.0,37,13,1,1,1,,
2375,1990-09-30,4,HOU,SD,2.5,40.0,17,7,1,1,-1,,
2376,1990-09-24,3,BUF,NYJ,0.0,43.0,30,7,1,1,-1,,
2377,1990-09-23,3,SD,CLE,4.0,36.0,24,14,1,1,1,,
2378,1990-09-23,3,IND,HOU,9.5,41.0,10,24,-1,-1,-1,,
2379,1990-09-23,3,PHO,NO,9.5,37.0,7,28,-1,-1,-1,,
2380,1990-09-23,3,MIA,NYG,6.5,40.0,3,20,-1,-1,-1,,
2381,1990-09-23,3,PIT,LARai,5.5,35.0,3,20,-1,-1,-1,,
2382,1990-09-23,3,DET,TB,3.0,47.0,20,23,0,-1,-1,,
2383,1990-09-23,3,PHI,LARam,5.5,46.0,27,21,1,1,1,,
2384,1990-09-23,3,ATL,SF,11.5,46.0,13,19,1,-1,-1,,
2385,1990-09-23,3,DAL,WAS,14.0,42.0,15,19,1,-1,-1,,
2386,1990-09-23,3,SEA,DEN,9.0,37.0,31,34,1,-1,1,,
2387,1990-09-23,3,KC,GB,2.5,42.0,17,3,1,1,-1,,
2388,1990-09-23,3,MIN,CHI,2.5,37.0,16,19,-1,-1,-1,,
2389,1990-09-23,3,NWE,CIN,9.5,42.0,7,41,-1,-1,1,,
2390,1990-09-17,2,KC,DEN,6.0,39.0,23,24,1,-1,1,,
2391,1990-09-16,2,NWE,IND,2.5,36.0,16,14,1,1,-1,,
2392,1990-09-16,2,CLE,NYJ,-2.5,38.0,21,24,-1,-1,1,,
2393,1990-09-16,2,BUF,MIA,-2.0,42.0,7,30,-1,-1,-1,,
2394,1990-09-16,2,NO,MIN,6.0,40.0,3,32,-1,-1,-1,,
2395,1990-09-16,2,PHO,PHI,13.5,37.0,23,21,1,1,1,,
2396,1990-09-16,2,HOU,PIT,2.5,42.0,9,20,-1,-1,-1,,
2397,1990-09-16,2,NYG,DAL,-7.5,37.0,28,7,1,1,-1,,
2398,1990-09-16,2,CIN,SD,-3.0,39.0,21,16,1,1,-1,,
2399,1990-09-16,2,LARai,SEA,-1.0,36.0,17,13,1,1,-1,,
2400,1990-09-16,2,ATL,DET,3.5,50.0,14,21,-1,-1,-1,,
2401,1990-09-16,2,LARam,TB,-3.0,47.0,35,14,1,1,1,,
2402,1990-09-16,2,WAS,SF,5.0,44.0,13,26,-1,-1,-1,,
2403,1990-09-16,2,CHI,GB,3.0,38.0,31,13,1,1,1,,
2404,1990-09-10,1,SF,NO,-4.5,44.0,13,12,-1,1,-1,,
2405,1990-09-09,1,MIN,KC,-1.5,37.0,21,24,-1,-1,1,,
2406,1990-09-09,1,DEN,LARai,-1.5,39.0,9,14,-1,-1,-1,,
2407,1990-09-09,1,MIA,NWE,-1.5,39.0,27,24,1,1,1,,
2408,1990-09-09,1,NYJ,CIN,9.0,42.0,20,25,1,-1,1,,
2409,1990-09-09,1,PHO,WAS,12.0,43.0,0,31,-1,-1,-1,,
2410,1990-09-09,1,SEA,CHI,6.0,37.0,0,17,-1,-1,-1,,
2411,1990-09-09,1,HOU,ATL,1.0,46.0,27,47,-1,-1,1,,
2412,1990-09-09,1,TB,DET,6.5,43.0,38,21,1,1,1,,
2413,1990-09-09,1,SD,DAL,-3.0,37.0,14,17,-1,-1,-1,,
2414,1990-09-09,1,LARam,GB,-3.5,43.0,24,36,-1,-1,1,,
2415,1990-09-09,1,IND,BUF,7.5,37.0,10,26,-1,-1,-1,,
2416,1990-09-09,1,PHI,NYG,4.0,38.0,20,27,-1,-1,1,,
2417,1990-09-09,1,PIT,CLE,3.0,37.0,3,13,-1,-1,-1,,
2418,1992-01-26,Superbowl,BUF,WAS,7.0,48.0,24,37,-1,-1,1,,
2419,1992-01-12,CC,DET,WAS,14.0,43.0,10,41,-1,-1,1,,
2420,1992-01-12,CC,DEN,BUF,12.0,46.0,7,10,1,-1,-1,,
2421,1992-01-05,DP,KC,BUF,10.5,41.0,14,37,-1,-1,1,,
2422,1992-01-05,DP,DAL,DET,0.0,43.0,6,38,-1,-1,1,,
2423,1992-01-04,DP,ATL,WAS,11.5,43.0,7,24,-1,-1,-1,,
2424,1992-01-04,DP,HOU,DEN,3.5,37.0,24,26,1,-1,1,,
2425,1991-12-29,WC,DAL,CHI,3.0,37.0,17,13,1,1,-1,,
2426,1991-12-29,WC,NYJ,HOU,9.0,44.0,10,17,1,-1,-1,,
2427,1991-12-28,WC,LARai,KC,5.0,36.0,6,10,1,-1,-1,,
2428,1991-12-28,WC,ATL,NO,6.0,39.0,27,20,1,1,1,,
2429,1991-12-23,17,CHI,SF,5.0,39.0,14,52,-1,-1,1,,
2430,1991-12-22,17,LARam,SEA,6.0,39.0,9,23,-1,-1,-1,,
2431,1991-12-22,17,KC,LARai,2.5,35.0,27,21,1,1,1,,
2432,1991-12-22,17,NO,PHO,-7.0,35.0,27,3,1,1,-1,,
2433,1991-12-22,17,IND,TB,5.5,35.0,3,17,-1,-1,-1,,
2434,1991-12-22,17,DET,BUF,5.0,41.0,17,14,1,1,-1,,
2435,1991-12-22,17,CLE,PIT,3.0,37.0,10,17,-1,-1,-1,,
2436,1991-12-22,17,NWE,CIN,-2.0,38.0,7,29,-1,-1,-1,,
2437,1991-12-22,17,WAS,PHI,-3.0,35.0,22,24,-1,-1,1,,
2438,1991-12-22,17,ATL,DAL,3.0,39.0,27,31,-1,-1,1,,
2439,1991-12-22,17,DEN,SD,-3.0,37.0,17,14,0,1,-1,,
2440,1991-12-22,17,NYJ,MIA,5.5,44.0,23,20,1,1,-1,,
2441,1991-12-21,17,HOU,NYG,-3.0,37.0,20,24,-1,-1,1,,
2442,1991-12-21,17,GB,MIN,6.0,44.0,27,7,1,1,-1,,
2443,1991-12-16,16,LARai,NO,3.0,37.0,0,27,-1,-1,-1,,
2444,1991-12-15,16,DAL,PHI,3.5,32.0,25,13,1,1,1,,
2445,1991-12-15,16,CIN,PIT,6.0,39.0,10,17,-1,-1,-1,,
2446,1991-12-15,16,MIA,SD,-1.0,38.0,30,38,-1,-1,1,,
2447,1991-12-15,16,DET,GB,-3.0,34.0,21,17,1,1,1,,
2448,1991-12-15,16,BUF,IND,-13.0,42.5,35,7,1,1,-1,,
2449,1991-12-15,16,NWE,NYJ,7.0,36.0,6,3,1,1,-1,,
2450,1991-12-15,16,LARam,MIN,10.0,45.0,14,20,1,-1,-1,,
2451,1991-12-15,16,NYG,WAS,9.0,37.0,17,34,-1,-1,1,,
2452,1991-12-15,16,SEA,ATL,7.0,40.0,13,26,-1,-1,-1,,
2453,1991-12-15,16,HOU,CLE,-3.0,35.0,17,14,0,1,-1,,
2454,1991-12-15,16,PHO,DEN,11.5,34.0,19,24,1,-1,1,,
2455,1991-12-14,16,TB,CHI,13.0,34.0,0,27,-1,-1,-1,,
2456,1991-12-14,16,KC,SF,4.5,37.0,14,28,-1,-1,1,,
2457,1991-12-09,15,CIN,MIA,8.0,46.0,13,37,-1,-1,1,,
2458,1991-12-08,15,MIN,TB,-4.0,38.0,26,24,-1,1,1,,
2459,1991-12-08,15,ATL,LARam,-6.0,43.0,31,14,1,1,1,,
2460,1991-12-08,15,PIT,HOU,10.0,44.0,6,31,-1,-1,-1,,
2461,1991-12-08,15,NYJ,DET,5.5,42.0,20,34,-1,-1,1,,
2462,1991-12-08,15,GB,CHI,9.5,36.0,13,27,-1,-1,1,,
2463,1991-12-08,15,NO,DAL,2.0,36.0,14,23,-1,-1,1,,
2464,1991-12-08,15,DEN,CLE,0.0,36.0,17,7,1,1,-1,,
2465,1991-12-08,15,SF,SEA,-3.5,36.0,24,22,-1,1,1,,
2466,1991-12-08,15,SD,KC,9.0,36.0,17,20,1,-1,1,,
2467,1991-12-08,15,IND,NWE,8.0,34.0,17,23,1,-1,1,,
2468,1991-12-08,15,PHI,NYG,3.0,33.0,19,14,1,1,0,,
2469,1991-12-08,15,BUF,LARai,1.5,41.0,30,27,1,1,1,,
2470,1991-12-08,15,WAS,PHO,-14.0,40.0,20,14,-1,1,-1,,
2471,1991-12-02,14,PHI,HOU,6.5,42.0,13,6,1,1,-1,,
2472,1991-12-01,14,CLE,IND,-4.5,38.0,31,0,1,1,-1,,
2473,1991-12-01,14,TB,MIA,9.0,38.0,14,33,-1,-1,1,,
2474,1991-12-01,14,NYG,CIN,-7.0,39.0,24,27,-1,-1,1,,
2475,1991-12-01,14,LARai,SD,-5.5,36.0,9,7,-1,1,-1,,
2476,1991-12-01,14,WAS,LARam,-12.0,46.0,27,6,1,1,-1,,
2477,1991-12-01,14,NO,SF,4.0,34.0,24,38,-1,-1,1,,
2478,1991-12-01,14,NWE,DEN,6.5,33.0,3,20,-1,-1,-1,,
2479,1991-12-01,14,GB,ATL,8.5,38.0,31,35,1,-1,1,,
2480,1991-12-01,14,NYJ,BUF,9.0,46.0,13,24,-1,-1,-1,,
2481,1991-12-01,14,KC,SEA,1.5,36.0,19,6,1,1,-1,,
2482,1991-11-28,14,PIT,DAL,6.0,40.0,10,20,-1,-1,-1,,
2483,1991-11-28,14,CHI,DET,3.0,41.0,6,16,-1,-1,-1,,
2484,1991-11-25,13,SF,LARam,-3.0,38.0,33,10,1,1,1,,
2485,1991-11-24,13,DEN,SEA,3.5,36.0,10,13,1,-1,-1,,
2486,1991-11-24,13,NYG,TB,-9.0,34.0,21,14,-1,1,1,,
2487,1991-11-24,13,HOU,PIT,-7.5,40.0,14,26,-1,-1,0,,
2488,1991-11-24,13,DAL,WAS,12.5,42.0,24,21,1,1,1,,
2489,1991-11-24,13,MIA,CHI,8.0,36.0,16,13,1,1,-1,,
2490,1991-11-24,13,LARai,CIN,-6.5,36.0,38,14,1,1,1,,
2491,1991-11-24,13,KC,CLE,-4.0,36.0,15,20,-1,-1,-1,,
2492,1991-11-24,13,BUF,NWE,-8.5,42.0,13,16,-1,-1,-1,,
2493,1991-11-24,13,SD,NYJ,4.0,38.0,3,24,-1,-1,-1,,
2494,1991-11-24,13,IND,GB,7.0,34.0,10,14,1,-1,-1,,
2495,1991-11-24,13,DET,MIN,6.0,42.0,34,14,1,1,1,,
2496,1991-11-24,13,ATL,NO,6.5,35.0,23,20,1,1,1,,
2497,1991-11-24,13,PHI,PHO,-6.5,33.0,34,14,1,1,1,,
2498,1991-11-18,12,BUF,MIA,-4.0,46.0,41,27,1,1,1,,
2499,1991-11-17,12,NYJ,NWE,-3.0,35.0,28,21,1,1,1,,
2500,1991-11-17,12,DAL,NYG,6.0,36.0,9,22,-1,-1,-1,,
2501,1991-11-17,12,CIN,PHI,9.5,38.0,10,17,1,-1,-1,,
2502,1991-11-17,12,WAS,PIT,-7.0,40.0,41,14,1,1,1,,
2503,1991-11-17,12,SEA,LARai,3.5,34.0,7,31,-1,-1,1,,
2504,1991-11-17,12,NO,SD,-4.5,32.0,21,24,-1,-1,1,,
2505,1991-11-17,12,TB,ATL,6.5,38.0,7,43,-1,-1,1,,
2506,1991-11-17,12,MIN,GB,-2.0,36.0,35,21,1,1,1,,
2507,1991-11-17,12,CLE,HOU,13.0,45.0,24,28,1,-1,1,,
2508,1991-11-17,12,LARam,DET,4.5,46.0,10,21,-1,-1,-1,,
2509,1991-11-17,12,CHI,IND,-9.5,38.0,31,17,1,1,1,,
2510,1991-11-17,12,DEN,KC,6.5,36.0,24,20,1,1,1,,
2511,1991-11-17,12,PHO,SF,12.0,32.0,10,14,1,-1,-1,,
2512,1991-11-11,11,CHI,MIN,3.0,36.0,34,17,1,1,1,,
2513,1991-11-10,11,DET,TB,-3.0,36.0,21,30,-1,-1,1,,
2514,1991-11-10,11,SEA,SD,-2.0,36.0,14,17,-1,-1,-1,,
2515,1991-11-10,11,PIT,CIN,1.5,38.0,33,27,1,1,1,,
2516,1991-11-10,11,IND,NYJ,13.5,32.0,28,27,1,1,1,,
2517,1991-11-10,11,BUF,GB,-7.0,37.0,34,24,1,1,1,,
2518,1991-11-10,11,ATL,WAS,12.0,35.0,17,56,-1,-1,1,,
2519,1991-11-10,11,DAL,HOU,10.0,43.0,23,26,1,-1,1,,
2520,1991-11-10,11,NWE,MIA,6.5,35.0,20,30,-1,-1,1,,
2521,1991-11-10,11,SF,NO,5.5,31.0,3,10,-1,-1,-1,,
2522,1991-11-10,11,NYG,PHO,-6.5,34.0,21,14,1,1,1,,
2523,1991-11-10,11,LARai,DEN,3.0,36.0,17,16,1,1,-1,,
2524,1991-11-10,11,KC,LARam,-4.0,40.0,27,20,1,1,1,,
2525,1991-11-10,11,PHI,CLE,-2.0,33.0,32,30,0,1,1,,
2526,1991-11-04,10,NYG,PHI,-3.5,32.0,7,30,-1,-1,1,,
2527,1991-11-03,10,HOU,WAS,6.5,43.0,13,16,1,-1,-1,,
2528,1991-11-03,10,MIA,IND,-9.0,36.0,10,6,-1,1,-1,,
2529,1991-11-03,10,GB,NYJ,6.5,35.0,16,19,1,-1,0,,
2530,1991-11-03,10,NWE,BUF,17.0,41.0,17,22,1,-1,-1,,
2531,1991-11-03,10,DET,CHI,7.0,32.0,10,20,-1,-1,-1,,
2532,1991-11-03,10,CLE,CIN,-2.5,36.0,21,23,-1,-1,1,,
2533,1991-11-03,10,PHO,DAL,9.5,36.0,7,27,-1,-1,-1,,
2534,1991-11-03,10,PIT,DEN,6.5,35.0,13,20,-1,-1,-1,,
2535,1991-11-03,10,TB,MIN,11.5,36.0,13,28,-1,-1,1,,
2536,1991-11-03,10,SF,ATL,-5.0,39.0,14,17,-1,-1,-1,,
2537,1991-11-03,10,NO,LARam,-4.0,36.0,24,17,1,1,1,,
2538,1991-10-28,9,LARai,KC,6.5,35.0,21,24,1,-1,1,,
2539,1991-10-27,9,DEN,NWE,-6.0,36.0,9,6,-1,1,-1,,
2540,1991-10-27,9,SD,SEA,6.5,37.0,9,20,-1,-1,-1,,
2541,1991-10-27,9,CHI,NO,6.5,32.0,20,17,1,1,1,,
2542,1991-10-27,9,GB,TB,2.5,34.0,27,0,1,1,-1,,
2543,1991-10-27,9,SF,PHI,-4.0,35.0,23,7,1,1,-1,,
2544,1991-10-27,9,WAS,NYG,-2.5,38.0,17,13,1,1,-1,,
2545,1991-10-27,9,MIN,PHO,-2.0,34.0,28,0,1,1,-1,,
2546,1991-10-27,9,LARam,ATL,2.5,40.0,14,31,-1,-1,1,,
2547,1991-10-27,9,PIT,CLE,1.5,35.0,14,17,-1,-1,-1,,
2548,1991-10-27,9,DAL,DET,2.5,44.0,10,34,-1,-1,0,,
2549,1991-10-27,9,CIN,HOU,15.5,46.0,3,35,-1,-1,-1,,
2550,1991-10-21,8,CIN,BUF,13.5,50.0,16,35,-1,-1,1,,
2551,1991-10-20,8,NYJ,IND,-12.5,34.0,17,6,-1,1,-1,,
2552,1991-10-20,8,HOU,MIA,-5.5,42.0,17,13,-1,1,-1,,
2553,1991-10-20,8,TB,NO,13.0,32.0,7,23,-1,-1,-1,,
2554,1991-10-20,8,ATL,PHO,-2.5,38.0,10,16,-1,-1,-1,,
2555,1991-10-20,8,LARam,LARai,4.0,38.0,17,20,1,-1,-1,,
2556,1991-10-20,8,CLE,SD,5.0,36.0,30,24,1,1,1,,
2557,1991-10-20,8,DET,SF,7.0,42.0,3,35,-1,-1,-1,,
2558,1991-10-20,8,KC,DEN,-2.0,37.0,16,19,-1,-1,-1,,
2559,1991-10-20,8,MIN,NWE,-7.0,34.0,23,26,-1,-1,1,,
2560,1991-10-20,8,SEA,PIT,3.5,36.0,27,7,1,1,-1,,
2561,1991-10-17,8,CHI,GB,-3.0,35.0,10,0,1,1,-1,,
2562,1991-10-14,7,NYG,PIT,-3.5,34.0,23,20,-1,1,1,,
2563,1991-10-13,7,LARai,SEA,2.5,34.0,23,20,1,1,1,,
2564,1991-10-13,7,CLE,WAS,14.0,37.0,17,42,-1,-1,1,,
2565,1991-10-13,7,MIA,KC,7.0,35.0,7,42,-1,-1,1,,
2566,1991-10-13,7,IND,BUF,20.0,41.0,6,42,-1,-1,1,,
2567,1991-10-13,7,PHO,MIN,6.5,36.0,7,34,-1,-1,1,,
2568,1991-10-13,7,NO,PHI,-6.0,30.0,13,6,1,1,-1,,
2569,1991-10-13,7,HOU,NYJ,-3.0,40.0,23,20,0,1,1,,
2570,1991-10-13,7,CIN,DAL,6.5,40.0,23,35,-1,-1,1,,
2571,1991-10-13,7,ATL,SF,10.5,36.0,39,34,1,1,1,,
2572,1991-10-13,7,SD,LARam,3.5,38.0,24,30,-1,-1,1,,
2573,1991-10-07,6,BUF,KC,-3.0,40.0,6,33,-1,-1,-1,,
2574,1991-10-06,6,MIA,NWE,-6.5,35.0,20,10,1,1,-1,,
2575,1991-10-06,6,PHO,NYG,9.5,34.0,9,20,-1,-1,-1,,
2576,1991-10-06,6,SD,LARai,7.5,34.0,21,13,1,1,0,,
2577,1991-10-06,6,MIN,DET,3.0,40.0,20,24,-1,-1,1,,
2578,1991-10-06,6,PHI,TB,-3.0,32.0,13,14,-1,-1,-1,,
2579,1991-10-06,6,DAL,GB,-2.5,35.0,20,17,1,1,1,,
2580,1991-10-06,6,WAS,CHI,-3.0,37.0,20,7,1,1,-1,,
2581,1991-10-06,6,SEA,CIN,3.5,40.0,13,7,1,1,-1,,
2582,1991-10-06,6,NYJ,CLE,-1.5,34.0,17,14,1,1,-1,,
2583,1991-10-06,6,DEN,HOU,7.5,44.0,14,42,-1,-1,1,,
2584,1991-10-06,6,PIT,IND,-6.0,36.0,21,3,1,1,-1,,
2585,1991-09-30,5,PHI,WAS,6.0,40.0,0,23,-1,-1,-1,,
2586,1991-09-29,5,MIA,NYJ,-2.0,38.0,23,41,-1,-1,1,,
2587,1991-09-29,5,CHI,BUF,8.0,44.0,20,35,-1,-1,1,,
2588,1991-09-29,5,DEN,MIN,5.0,40.0,13,6,1,1,-1,,
2589,1991-09-29,5,NO,ATL,-2.5,35.0,27,6,1,1,-1,,
2590,1991-09-29,5,SF,LARai,-3.0,36.0,6,12,-1,-1,-1,,
2591,1991-09-29,5,GB,LARam,4.5,38.0,21,23,1,-1,1,,
2592,1991-09-29,5,KC,SD,-3.5,36.0,14,13,-1,1,-1,,
2593,1991-09-29,5,IND,SEA,8.0,36.0,3,31,-1,-1,-1,,
2594,1991-09-29,5,NWE,PHO,6.0,36.0,10,24,-1,-1,-1,,
2595,1991-09-29,5,NYG,DAL,-2.5,36.0,16,21,-1,-1,1,,
2596,1991-09-29,5,TB,DET,6.0,40.0,3,31,-1,-1,-1,,
2597,1991-09-23,4,NYJ,CHI,7.5,36.0,13,19,1,-1,-1,,
2598,1991-09-22,4,CLE,NYG,12.0,36.0,10,13,1,-1,-1,,
2599,1991-09-22,4,PIT,PHI,3.0,36.0,14,23,-1,-1,1,,
2600,1991-09-22,4,DAL,PHO,1.0,36.0,17,9,1,1,-1,,
2601,1991-09-22,4,MIN,NO,3.0,36.0,0,26,-1,-1,-1,,
2602,1991-09-22,4,SD,DEN,8.0,38.0,19,27,0,-1,1,,
