id,date,week,visitor,home,line,overunder,vscore,hscore,lresult,result,ouresult,vmoneyline,hmoneyline
1,1981-01-25,Superbowl,PHI,OAK,-3.0,37.5,10,27,-1,-1,-1,,
2,1981-01-11,CC,OAK,SD,4.0,-1.0,34,27,1,1,,,
3,1981-01-11,CC,DAL,PHI,-1.0,-1.0,7,20,-1,-1,,,
4,1981-01-04,DP,DAL,ATL,2.5,-1.0,30,27,1,1,,,
5,1981-01-04,DP,OAK,CLE,3.5,-1.0,14,12,1,1,,,
6,1981-01-03,DP,MIN,PHI,7.0,-1.0,16,31,-1,-1,,,
7,1981-01-03,DP,BUF,SD,6.0,-1.0,14,20,0,-1,,,
8,1980-12-28,WC,HOU,OAK,-1.0,-1.0,7,27,-1,-1,,,
9,1980-12-28,WC,LARam,DAL,3.0,-1.0,13,34,-1,-1,,,
10,1980-12-22,16,PIT,SD,4.0,44.0,17,26,-1,-1,-1,,
11,1980-12-21,16,DEN,SEA,2.0,42.0,25,17,1,1,0,,
12,1980-12-21,16,CLE,CIN,-3.0,38.0,27,24,0,1,1,,
13,1980-12-21,16,MIN,HOU,10.0,37.0,16,20,1,-1,-1,,
14,1980-12-21,16,KC,BColt,3.0,42.0,38,28,1,1,1,,
15,1980-12-21,16,NWE,NO,-9.0,48.0,38,27,1,1,1,,
16,1980-12-21,16,BUF,SF,-6.0,42.0,18,13,-1,1,-1,,
17,1980-12-21,16,WAS,STLCard,2.0,38.0,31,7,1,1,0,,
18,1980-12-21,16,GB,DET,6.0,38.0,3,24,-1,-1,-1,,
19,1980-12-21,16,ATL,LARam,3.0,44.0,17,20,0,-1,-1,,
20,1980-12-21,16,PHI,DAL,5.0,42.0,27,35,-1,-1,1,,
21,1980-12-21,16,OAK,NYG,-8.0,42.0,33,17,1,1,1,,
22,1980-12-20,16,CHI,TB,-1.0,35.0,14,13,0,1,-1,,
23,1980-12-20,16,NYJ,MIA,6.0,40.0,24,17,1,1,1,,
24,1980-12-15,15,DAL,LARam,-2.0,46.0,14,38,-1,-1,1,,
25,1980-12-14,15,KC,PIT,8.0,41.0,16,21,1,-1,-1,,
26,1980-12-14,15,STLCard,PHI,9.0,39.0,3,17,-1,-1,-1,,
27,1980-12-14,15,SF,ATL,9.0,45.0,10,35,-1,-1,0,,
28,1980-12-14,15,MIA,BColt,3.0,40.0,24,14,1,1,-1,,
29,1980-12-14,15,OAK,DEN,-3.0,38.0,24,21,0,1,1,,
30,1980-12-14,15,TB,DET,6.0,39.0,14,27,-1,-1,1,,
31,1980-12-14,15,CIN,CHI,6.0,35.0,17,14,1,1,-1,,
32,1980-12-14,15,HOU,GB,-6.0,37.0,22,3,1,1,-1,,
33,1980-12-14,15,NO,NYJ,7.0,46.0,21,20,1,1,-1,,
34,1980-12-14,15,CLE,MIN,-3.0,39.0,23,28,-1,-1,1,,
35,1980-12-14,15,BUF,NWE,3.0,42.0,2,24,-1,-1,-1,,
36,1980-12-13,15,NYG,WAS,7.0,39.0,13,16,1,-1,-1,,
37,1980-12-13,15,SEA,SD,11.0,46.0,14,21,1,-1,-1,,
38,1980-12-08,14,NWE,MIA,-3.0,43.0,13,16,-1,-1,-1,,
39,1980-12-07,14,NO,SF,7.0,46.0,35,38,1,-1,1,,
40,1980-12-07,14,ATL,PHI,6.0,40.0,20,17,1,1,-1,,
41,1980-12-07,14,DET,STLCard,2.0,40.0,23,24,1,-1,1,,
42,1980-12-07,14,MIN,TB,2.0,39.0,21,10,1,1,-1,,
43,1980-12-07,14,SD,WAS,-7.0,40.0,17,40,-1,-1,1,,
44,1980-12-07,14,DAL,OAK,-2.0,45.0,19,13,1,1,-1,,
45,1980-12-07,14,NYJ,CLE,9.0,43.0,14,17,1,-1,-1,,
46,1980-12-07,14,GB,CHI,6.0,35.0,7,61,-1,-1,1,,
47,1980-12-07,14,NYG,SEA,7.0,43.0,27,21,1,1,1,,
48,1980-12-07,14,LARam,BUF,0.0,40.0,7,10,-1,-1,-1,,
49,1980-12-07,14,DEN,KC,-2.0,39.0,14,31,-1,-1,1,,
50,1980-12-07,14,BColt,CIN,-2.0,38.0,33,34,-1,-1,1,,
51,1980-12-04,14,PIT,HOU,2.0,40.0,0,6,-1,-1,-1,,
52,1980-12-01,13,DEN,OAK,5.0,42.0,3,9,-1,-1,-1,,
53,1980-11-30,13,MIA,PIT,6.0,41.0,10,23,-1,-1,-1,,
54,1980-11-30,13,MIN,NO,-6.0,42.0,23,20,-1,1,1,,
55,1980-11-30,13,NYJ,LARam,10.0,45.0,13,38,-1,-1,1,,
56,1980-11-30,13,PHI,SD,3.0,42.0,21,22,1,-1,1,,
57,1980-11-30,13,BUF,BColt,-3.0,40.0,24,28,-1,-1,1,,
58,1980-11-30,13,WAS,ATL,10.0,40.0,6,10,1,-1,-1,,
59,1980-11-30,13,TB,GB,4.0,38.0,20,17,1,1,-1,,
60,1980-11-30,13,CLE,HOU,3.0,39.0,17,14,1,1,-1,,
61,1980-11-30,13,CIN,KC,7.0,36.0,20,6,1,1,-1,,
62,1980-11-30,13,NWE,SF,-7.0,48.0,17,21,-1,-1,-1,,
63,1980-11-30,13,STLCard,NYG,-2.0,43.0,23,7,1,1,-1,,
64,1980-11-27,13,CHI,DET,3.0,36.0,23,17,1,1,1,,
65,1980-11-27,13,SEA,DAL,10.0,48.0,7,51,-1,-1,1,,
66,1980-11-24,12,LARam,NO,-10.0,47.0,27,7,1,1,-1,,
67,1980-11-23,12,SEA,DEN,4.0,40.0,20,36,-1,-1,1,,
68,1980-11-23,12,HOU,NYJ,-6.0,40.0,28,31,-1,-1,1,,
69,1980-11-23,12,OAK,PHI,6.0,43.0,7,10,1,-1,-1,,
70,1980-11-23,12,BColt,NWE,6.0,45.0,21,47,-1,-1,1,,
71,1980-11-23,12,NYG,SF,3.0,47.0,0,12,-1,-1,-1,,
72,1980-11-23,12,WAS,DAL,12.0,42.0,10,14,1,-1,-1,,
73,1980-11-23,12,KC,STLCard,2.0,42.0,21,13,1,1,-1,,
74,1980-11-23,12,GB,MIN,7.0,38.0,25,13,1,1,0,,
75,1980-11-23,12,DET,TB,3.0,39.0,24,10,1,1,-1,,
76,1980-11-23,12,PIT,BUF,-2.0,42.0,13,28,-1,-1,-1,,
77,1980-11-23,12,CIN,CLE,7.0,37.0,7,31,-1,-1,1,,
78,1980-11-23,12,CHI,ATL,7.0,38.0,17,28,-1,-1,1,,
79,1980-11-20,12,SD,MIA,-4.0,40.0,27,24,-1,1,1,,
80,1980-11-17,11,OAK,SEA,-3.0,45.0,19,17,-1,1,-1,,
81,1980-11-16,11,SF,MIA,8.0,43.0,13,17,1,-1,-1,,
82,1980-11-16,11,CLE,PIT,6.0,44.0,13,16,1,-1,-1,,
83,1980-11-16,11,HOU,CHI,-3.0,35.0,10,6,1,1,-1,,
84,1980-11-16,11,PHI,WAS,-6.0,38.0,24,0,1,1,-1,,
85,1980-11-16,11,LARam,NWE,3.0,48.0,17,14,1,1,-1,,
86,1980-11-16,11,NO,ATL,12.0,46.0,13,31,-1,-1,-1,,
87,1980-11-16,11,BUF,CIN,-2.0,36.0,14,0,1,1,-1,,
88,1980-11-16,11,GB,NYG,-2.0,41.0,21,27,-1,-1,1,,
89,1980-11-16,11,STLCard,DAL,9.0,44.0,21,31,-1,-1,1,,
90,1980-11-16,11,KC,SD,8.0,46.0,7,20,-1,-1,-1,,
91,1980-11-16,11,NYJ,DEN,6.0,40.0,24,31,-1,-1,1,,
92,1980-11-16,11,TB,MIN,4.0,37.0,30,38,-1,-1,1,,
93,1980-11-16,11,BColt,DET,-2.0,41.0,10,9,-1,1,-1,,
94,1980-11-10,10,NWE,HOU,3.0,43.0,34,38,-1,-1,1,,
95,1980-11-09,10,CIN,OAK,7.0,42.0,17,28,-1,-1,1,,
96,1980-11-09,10,MIA,LARam,11.0,41.0,35,14,1,1,1,,
97,1980-11-09,10,PHI,NO,-9.0,43.0,34,21,1,1,1,,
98,1980-11-09,10,PIT,TB,-7.0,43.0,24,21,-1,1,1,,
99,1980-11-09,10,DAL,NYG,-10.0,44.0,35,38,-1,-1,1,,
100,1980-11-09,10,BUF,NYJ,-4.0,38.0,31,24,1,1,1,,
101,1980-11-09,10,KC,SEA,3.0,40.0,31,30,1,1,1,,
102,1980-11-09,10,DEN,SD,9.0,45.0,20,13,1,1,-1,,
103,1980-11-09,10,DET,MIN,2.0,39.0,0,34,-1,-1,-1,,
104,1980-11-09,10,WAS,CHI,3.0,34.0,21,35,-1,-1,1,,
105,1980-11-09,10,CLE,BColt,4.0,42.0,28,27,1,1,1,,
106,1980-11-09,10,ATL,STLCard,-1.0,43.0,33,27,1,1,1,,
107,1980-11-09,10,SF,GB,3.0,42.0,16,23,-1,-1,-1,,
108,1980-11-03,9,CHI,CLE,5.0,40.0,21,27,-1,-1,1,,
109,1980-11-02,9,GB,PIT,13.0,41.0,20,22,1,-1,1,,
110,1980-11-02,9,NO,LARam,14.0,45.0,31,45,0,-1,1,,
111,1980-11-02,9,MIA,OAK,7.0,42.0,10,16,1,-1,-1,,
112,1980-11-02,9,PHI,SEA,-2.0,38.0,27,20,1,1,1,,
113,1980-11-02,9,DAL,STLCard,-5.0,42.0,27,24,-1,1,1,,
114,1980-11-02,9,NYG,TB,7.0,39.0,13,30,-1,-1,1,,
115,1980-11-02,9,SD,CIN,-3.0,43.0,31,14,1,1,1,,
116,1980-11-02,9,HOU,DEN,-4.0,37.0,20,16,0,1,-1,,
117,1980-11-02,9,BColt,KC,1.0,39.0,31,24,1,1,1,,
118,1980-11-02,9,SF,DET,9.0,42.0,13,17,1,-1,-1,,
119,1980-11-02,9,ATL,BUF,4.0,41.0,30,14,1,1,1,,
120,1980-11-02,9,NYJ,NWE,9.0,43.0,21,34,-1,-1,1,,
121,1980-11-02,9,MIN,WAS,9.0,33.0,39,14,1,1,1,,
122,1980-10-27,8,MIA,NYJ,1.0,37.0,14,17,-1,-1,-1,,
123,1980-10-26,8,NO,WAS,10.0,38.0,14,22,1,-1,-1,,
124,1980-10-26,8,CIN,HOU,6.0,35.0,3,23,-1,-1,-1,,
125,1980-10-26,8,SEA,OAK,4.0,44.0,14,33,-1,-1,1,,
126,1980-10-26,8,LARam,ATL,-3.0,43.0,10,13,-1,-1,-1,,
127,1980-10-26,8,NWE,BUF,-2.0,42.0,13,31,-1,-1,1,,
128,1980-10-26,8,CHI,PHI,7.0,34.0,14,17,1,-1,-1,,
129,1980-10-26,8,SD,DAL,2.0,45.0,31,42,-1,-1,1,,
130,1980-10-26,8,PIT,CLE,-3.0,44.0,26,27,-1,-1,1,,
131,1980-10-26,8,MIN,GB,1.0,36.0,3,16,-1,-1,-1,,
132,1980-10-26,8,DET,KC,3.0,40.0,17,20,0,-1,-1,,
133,1980-10-26,8,STLCard,BColt,8.0,41.0,17,10,1,1,-1,,
134,1980-10-26,8,DEN,NYG,-6.0,40.0,14,9,-1,1,-1,,
135,1980-10-26,8,TB,SF,-2.0,45.0,24,23,-1,1,1,,
136,1980-10-20,7,OAK,PIT,10.0,45.0,45,34,1,1,1,,
137,1980-10-19,7,MIN,CIN,4.0,36.0,0,14,-1,-1,-1,,
138,1980-10-19,7,GB,CLE,9.0,37.0,21,26,1,-1,1,,
139,1980-10-19,7,TB,HOU,9.0,34.0,14,20,1,-1,0,,
140,1980-10-19,7,BUF,MIA,-2.0,35.0,14,17,-1,-1,-1,,
141,1980-10-19,7,ATL,NO,-3.0,44.0,41,14,1,1,1,,
142,1980-10-19,7,SEA,NYJ,2.0,38.0,27,17,1,1,1,,
143,1980-10-19,7,DAL,PHI,3.0,41.0,10,17,-1,-1,-1,,
144,1980-10-19,7,NYG,SD,15.0,47.0,7,44,-1,-1,1,,
145,1980-10-19,7,LARam,SF,-9.0,50.0,31,17,1,1,-1,,
146,1980-10-19,7,KC,DEN,4.0,40.0,23,17,1,1,0,,
147,1980-10-19,7,STLCard,WAS,4.0,39.0,0,23,-1,-1,-1,,
148,1980-10-19,7,NWE,BColt,3.0,43.0,37,21,1,1,1,,
149,1980-10-19,7,DET,CHI,-3.0,40.0,7,24,-1,-1,-1,,
150,1980-10-13,6,WAS,DEN,6.0,35.0,17,20,1,-1,1,,
151,1980-10-12,6,NYJ,ATL,7.0,46.0,14,7,1,1,-1,,
152,1980-10-12,6,NO,DET,11.0,45.0,13,24,0,-1,-1,,
153,1980-10-12,6,SD,OAK,-6.0,45.0,24,38,-1,-1,1,,
154,1980-10-12,6,HOU,KC,-4.0,36.0,20,21,-1,-1,1,,
155,1980-10-12,6,MIA,NWE,7.0,43.0,0,34,-1,-1,-1,,
156,1980-10-12,6,SF,DAL,9.0,48.0,14,59,-1,-1,1,,
157,1980-10-12,6,PHI,NYG,-8.0,41.0,31,16,1,1,1,,
158,1980-10-12,6,CHI,MIN,3.0,38.0,7,13,-1,-1,-1,,
159,1980-10-12,6,CIN,PIT,13.0,40.0,17,16,1,1,-1,,
160,1980-10-12,6,CLE,SEA,4.0,40.0,27,3,1,1,-1,,
161,1980-10-12,6,LARam,STLCard,-3.0,49.0,21,13,1,1,-1,,
162,1980-10-12,6,GB,TB,8.0,36.0,14,14,1,0,-1,,
163,1980-10-12,6,BColt,BUF,3.0,40.0,17,12,1,1,-1,,
164,1980-10-06,5,TB,CHI,-1.0,35.0,0,23,-1,-1,-1,,
165,1980-10-05,5,DEN,CLE,4.0,42.0,19,16,1,1,-1,,
166,1980-10-05,5,CIN,GB,-7.0,38.0,9,14,-1,-1,-1,,
167,1980-10-05,5,NYG,DAL,12.0,42.0,3,24,-1,-1,-1,,
168,1980-10-05,5,SEA,HOU,7.0,37.0,26,7,1,1,-1,,
169,1980-10-05,5,BColt,MIA,1.0,36.0,30,17,1,1,1,,
170,1980-10-05,5,STLCard,NO,-1.0,45.0,40,7,1,1,1,,
171,1980-10-05,5,NWE,NYJ,-4.0,49.0,21,11,1,1,-1,,
172,1980-10-05,5,KC,OAK,7.0,39.0,31,17,1,1,1,,
173,1980-10-05,5,WAS,PHI,7.0,35.0,14,24,-1,-1,1,,
174,1980-10-05,5,SF,LARam,9.0,48.0,26,48,-1,-1,1,,
175,1980-10-05,5,BUF,SD,7.0,44.0,26,24,1,1,1,,
176,1980-10-05,5,PIT,MIN,-8.0,46.0,23,17,-1,1,-1,,
177,1980-10-05,5,DET,ATL,-2.0,42.0,28,43,-1,-1,1,,
178,1980-09-29,4,DEN,NWE,4.0,48.0,14,23,-1,-1,-1,,
179,1980-09-28,4,HOU,CIN,-3.0,36.0,13,10,0,1,-1,,
180,1980-09-28,4,CHI,PIT,13.0,39.0,3,38,-1,-1,1,,
181,1980-09-28,4,ATL,SF,3.0,50.0,20,17,1,1,-1,,
182,1980-09-28,4,MIN,DET,6.0,43.0,7,27,-1,-1,-1,,
183,1980-09-28,4,PHI,STLCard,-6.0,44.0,14,24,-1,-1,-1,,
184,1980-09-28,4,CLE,TB,3.0,35.0,34,27,1,1,1,,
185,1980-09-28,4,SEA,WAS,4.0,42.0,14,0,1,1,-1,,
186,1980-09-28,4,LARam,NYG,-5.0,42.0,28,7,1,1,-1,,
187,1980-09-28,4,NYJ,BColt,4.0,38.0,21,35,-1,-1,1,,
188,1980-09-28,4,OAK,BUF,2.0,42.0,7,24,-1,-1,-1,,
189,1980-09-28,4,DAL,GB,-10.0,42.0,28,7,1,1,-1,,
190,1980-09-28,4,SD,KC,-6.0,42.0,24,7,1,1,-1,,
191,1980-09-28,4,NO,MIA,7.0,39.0,16,21,1,-1,-1,,
192,1980-09-22,3,NYG,PHI,10.0,40.0,3,35,-1,-1,-1,,
193,1980-09-21,3,NWE,SEA,2.0,47.0,37,31,1,1,1,,
194,1980-09-21,3,KC,CLE,4.0,38.0,13,20,-1,-1,-1,,
195,1980-09-21,3,BColt,HOU,7.0,35.0,16,21,1,-1,1,,
196,1980-09-21,3,GB,LARam,14.0,38.0,21,51,-1,-1,1,,
197,1980-09-21,3,MIA,ATL,3.0,40.0,20,17,1,1,-1,,
198,1980-09-21,3,PIT,CIN,-7.0,39.0,28,30,-1,-1,1,,
199,1980-09-21,3,SD,DEN,2.0,47.0,30,13,1,1,-1,,
200,1980-09-21,3,TB,DAL,7.0,36.0,17,28,-1,-1,1,,
201,1980-09-21,3,STLCard,DET,7.5,42.0,7,20,-1,-1,-1,,
202,1980-09-21,3,MIN,CHI,6.0,39.0,34,14,1,1,1,,
203,1980-09-21,3,BUF,NO,2.0,40.0,35,26,1,1,1,,
204,1980-09-21,3,SF,NYJ,5.0,39.0,37,27,1,1,1,,
205,1980-09-21,3,WAS,OAK,4.0,40.0,21,24,1,-1,1,,
206,1980-09-15,2,HOU,CLE,-4.0,44.0,16,7,1,1,-1,,
207,1980-09-14,2,DAL,DEN,2.0,40.0,20,41,-1,-1,1,,
208,1980-09-14,2,NYJ,BUF,0.0,34.0,10,20,-1,-1,-1,,
209,1980-09-14,2,CIN,MIA,7.0,35.0,16,17,1,-1,-1,,
210,1980-09-14,2,WAS,NYG,-4.0,38.0,23,21,-1,1,1,,
211,1980-09-14,2,SEA,KC,2.0,38.0,17,16,1,1,-1,,
212,1980-09-14,2,OAK,SD,7.0,44.0,24,30,1,-1,1,,
213,1980-09-14,2,STLCard,SF,3.0,42.0,21,24,0,-1,1,,
214,1980-09-14,2,PHI,MIN,4.0,40.0,42,7,1,1,1,,
215,1980-09-14,2,PIT,BColt,-7.0,40.0,20,17,-1,1,-1,,
216,1980-09-14,2,DET,GB,-4.0,38.0,29,7,1,1,-1,,
217,1980-09-14,2,NO,CHI,4.0,37.0,3,22,-1,-1,-1,,
218,1980-09-14,2,ATL,NWE,8.0,49.0,37,21,1,1,1,,
219,1980-09-11,2,LARam,TB,3.0,40.0,9,10,1,-1,-1,,
220,1980-09-08,1,DAL,WAS,2.0,45.0,17,3,1,1,-1,,
221,1980-09-07,1,DEN,PHI,3.0,38.0,6,27,-1,-1,-1,,
222,1980-09-07,1,DET,LARam,9.0,38.0,41,20,1,1,1,,
223,1980-09-07,1,HOU,PIT,7.0,40.0,17,31,-1,-1,1,,
224,1980-09-07,1,CHI,GB,-6.0,35.0,6,12,-1,-1,-1,,
225,1980-09-07,1,BColt,NYJ,6.0,41.0,17,14,1,1,-1,,
226,1980-09-07,1,MIA,BUF,-3.0,35.0,7,17,-1,-1,-1,,
227,1980-09-07,1,TB,CIN,-1.0,34.0,17,12,1,1,-1,,
228,1980-09-07,1,OAK,KC,3.0,42.0,27,14,1,1,-1,,
229,1980-09-07,1,SF,NO,4.0,45.0,26,23,1,1,1,,
230,1980-09-07,1,SD,SEA,-2.0,45.0,34,13,1,1,1,,
231,1980-09-07,1,NYG,STLCard,7.0,42.0,41,35,1,1,1,,
232,1980-09-07,1,CLE,NWE,6.0,38.0,17,34,-1,-1,1,,
233,1980-09-07,1,ATL,MIN,4.0,42.0,23,24,1,-1,1,,
234,1982-01-24,Superbowl,CIN,SF,1.0,48.0,21,26,-1,-1,-1,,
235,1982-01-10,CC,SD,CIN,4.5,-1.0,7,27,-1,-1,,,
236,1982-01-10,CC,DAL,SF,-3.0,-1.0,27,28,-1,-1,,,
237,1982-01-03,DP,BUF,CIN,6.0,-1.0,21,28,-1,-1,,,
238,1982-01-03,DP,NYG,SF,6.0,-1.0,24,38,-1,-1,,,
239,1982-01-02,DP,SD,MIA,-2.5,-1.0,41,38,1,1,,,
240,1982-01-02,DP,TB,DAL,8.0,-1.0,0,38,-1,-1,,,
241,1981-12-27,WC,BUF,NYJ,3.0,-1.0,31,27,1,1,,,
242,1981-12-27,WC,NYG,PHI,7.0,-1.0,27,21,1,1,,,
243,1981-12-21,16,OAK,SD,6.5,45.0,10,23,-1,-1,-1,,
244,1981-12-20,16,CLE,SEA,2.0,45.0,21,42,-1,-1,1,,
245,1981-12-20,16,WAS,LARam,-1.0,43.0,30,7,1,1,-1,,
246,1981-12-20,16,CIN,ATL,-3.0,43.0,30,28,-1,1,1,,
247,1981-12-20,16,STLCard,PHI,9.0,39.0,0,38,-1,-1,-1,,
248,1981-12-20,16,GB,NYJ,3.5,39.0,3,28,-1,-1,-1,,
249,1981-12-20,16,TB,DET,6.0,41.0,20,17,1,1,-1,,
250,1981-12-20,16,KC,MIN,2.5,45.0,10,6,1,1,-1,,
251,1981-12-20,16,NWE,BColt,-6.0,47.0,21,23,-1,-1,-1,,
252,1981-12-20,16,DEN,CHI,-3.0,34.0,24,35,-1,-1,1,,
253,1981-12-20,16,SF,NO,-7.0,37.0,21,17,-1,1,1,,
254,1981-12-20,16,PIT,HOU,0.0,37.0,20,21,-1,-1,1,,
255,1981-12-19,16,BUF,MIA,3.0,36.0,6,16,-1,-1,-1,,
256,1981-12-19,16,DAL,NYG,-3.0,36.0,10,13,-1,-1,-1,,
257,1981-12-14,15,ATL,LARam,-4.0,42.0,16,21,-1,-1,-1,,
258,1981-12-13,15,HOU,SF,7.0,39.0,6,28,-1,-1,-1,,
259,1981-12-13,15,CHI,OAK,6.0,38.0,23,6,1,1,-1,,
260,1981-12-13,15,CIN,PIT,0.0,38.0,17,10,1,1,-1,,
261,1981-12-13,15,SEA,DEN,9.0,40.0,13,23,-1,-1,-1,,
262,1981-12-13,15,BUF,NWE,-3.5,41.0,19,10,1,1,-1,,
263,1981-12-13,15,NYG,STLCard,4.0,41.0,20,10,1,1,-1,,
264,1981-12-13,15,GB,NO,-3.0,41.0,35,7,1,1,1,,
265,1981-12-13,15,BColt,WAS,14.0,45.0,14,38,-1,-1,1,,
266,1981-12-13,15,SD,TB,-2.0,45.0,24,23,-1,1,1,,
267,1981-12-13,15,PHI,DAL,3.5,39.0,10,21,-1,-1,-1,,
268,1981-12-13,15,MIA,KC,2.0,39.0,17,7,1,1,-1,,
269,1981-12-12,15,MIN,DET,4.0,43.0,7,45,-1,-1,1,,
270,1981-12-12,15,NYJ,CLE,-2.5,42.0,14,13,-1,1,-1,,
271,1981-12-07,14,PIT,OAK,-4.0,44.0,27,30,-1,-1,1,,
272,1981-12-06,14,NO,STLCard,6.5,45.0,3,30,-1,-1,-1,,
273,1981-12-06,14,ATL,TB,-3.0,41.0,23,24,-1,-1,1,,
274,1981-12-06,14,PHI,WAS,-4.0,41.0,13,15,-1,-1,-1,,
275,1981-12-06,14,NWE,MIA,6.5,44.0,14,24,-1,-1,-1,,
276,1981-12-06,14,DAL,BColt,-13.5,45.0,37,13,1,1,1,,
277,1981-12-06,14,SF,CIN,7.0,42.0,21,3,1,1,-1,,
278,1981-12-06,14,BUF,SD,4.5,46.0,28,27,1,1,1,,
279,1981-12-06,14,KC,DEN,3.5,40.0,13,16,1,-1,-1,,
280,1981-12-06,14,DET,GB,-2.0,41.0,17,31,-1,-1,1,,
281,1981-12-06,14,LARam,NYG,3.5,39.0,7,10,1,-1,-1,,
282,1981-12-06,14,NYJ,SEA,-9.0,40.0,23,27,-1,-1,1,,
283,1981-12-06,14,MIN,CHI,-3.0,41.0,9,10,-1,-1,-1,,
284,1981-12-03,14,CLE,HOU,2.5,41.0,13,17,-1,-1,-1,,
285,1981-11-30,13,PHI,MIA,-3.0,45.0,10,13,-1,-1,-1,,
286,1981-11-29,13,WAS,BUF,5.0,42.0,14,21,-1,-1,-1,,
287,1981-11-29,13,STLCard,NWE,4.0,48.0,27,20,1,1,-1,,
288,1981-11-29,13,ATL,HOU,-4.0,42.0,31,27,0,1,1,,
289,1981-11-29,13,TB,NO,-1.0,36.0,31,14,1,1,1,,
290,1981-11-29,13,CIN,CLE,-2.0,46.0,41,21,1,1,1,,
291,1981-11-29,13,LARam,PIT,6.5,45.0,0,24,-1,-1,-1,,
292,1981-11-29,13,DEN,SD,4.0,46.0,17,34,-1,-1,1,,
293,1981-11-29,13,OAK,SEA,0.0,45.0,32,31,1,1,1,,
294,1981-11-29,13,NYG,SF,5.0,39.0,10,17,-1,-1,-1,,
295,1981-11-29,13,GB,MIN,7.0,43.0,35,23,1,1,1,,
296,1981-11-29,13,BColt,NYJ,11.0,50.0,0,25,-1,-1,-1,,
297,1981-11-26,13,KC,DET,3.0,44.0,10,27,-1,-1,-1,,
298,1981-11-26,13,CHI,DAL,13.0,42.0,9,10,1,-1,-1,,
299,1981-11-23,12,MIN,ATL,4.0,49.0,30,31,1,-1,1,,
300,1981-11-22,12,DEN,CIN,3.5,38.0,21,38,-1,-1,1,,
301,1981-11-22,12,SD,OAK,3.0,45.0,55,21,1,1,1,,
302,1981-11-22,12,SF,LARam,3.0,42.0,33,31,1,1,1,,
303,1981-11-22,12,NYG,PHI,10.0,38.0,20,10,1,1,-1,,
304,1981-11-22,12,STLCard,BColt,-2.0,41.0,35,24,1,1,1,,
305,1981-11-22,12,NWE,BUF,7.0,34.0,17,20,1,-1,1,,
306,1981-11-22,12,DET,CHI,-1.0,39.0,23,7,1,1,-1,,
307,1981-11-22,12,PIT,CLE,3.0,44.0,32,10,1,1,-1,,
308,1981-11-22,12,WAS,DAL,7.0,45.0,10,24,-1,-1,-1,,
309,1981-11-22,12,GB,TB,3.0,34.0,3,37,-1,-1,1,,
310,1981-11-22,12,SEA,KC,7.0,41.0,13,40,-1,-1,1,,
311,1981-11-22,12,NO,HOU,6.0,36.0,27,24,1,1,1,,
312,1981-11-22,12,MIA,NYJ,2.5,45.0,15,16,1,-1,-1,,
313,1981-11-16,11,SD,SEA,-6.0,50.0,23,44,-1,-1,1,,
314,1981-11-15,11,NO,MIN,8.0,44.0,10,20,-1,-1,-1,,
315,1981-11-15,11,DEN,TB,-1.0,35.0,24,7,1,1,-1,,
316,1981-11-15,11,CLE,SF,3.0,43.0,15,12,1,1,-1,,
317,1981-11-15,11,PIT,ATL,5.0,44.0,34,20,1,1,1,,
318,1981-11-15,11,HOU,KC,5.0,37.0,10,23,-1,-1,-1,,
319,1981-11-15,11,LARam,CIN,3.5,44.0,10,24,-1,-1,-1,,
320,1981-11-15,11,DAL,DET,-3.0,46.0,24,27,-1,-1,1,,
321,1981-11-15,11,OAK,MIA,5.0,39.0,33,17,1,1,1,,
322,1981-11-15,11,CHI,GB,3.0,38.0,17,21,-1,-1,0,,
323,1981-11-15,11,WAS,NYG,2.0,43.0,30,27,1,1,1,,
324,1981-11-15,11,BUF,STLCard,-5.5,43.0,0,24,-1,-1,-1,,
325,1981-11-15,11,BColt,PHI,14.0,48.0,13,38,-1,-1,1,,
326,1981-11-15,11,NYJ,NWE,2.5,51.0,17,6,1,1,-1,,
327,1981-11-09,10,BUF,DAL,3.5,42.0,14,27,-1,-1,-1,,
328,1981-11-08,10,NO,LARam,11.0,42.0,21,13,1,1,-1,,
329,1981-11-08,10,OAK,HOU,0.0,36.0,16,17,-1,-1,-1,,
330,1981-11-08,10,CIN,SD,4.0,48.0,40,17,1,1,1,,
331,1981-11-08,10,CHI,KC,8.0,40.0,16,13,1,1,-1,,
332,1981-11-08,10,MIA,NWE,3.0,46.0,30,27,1,1,1,,
333,1981-11-08,10,NYG,GB,3.0,38.0,24,26,1,-1,1,,
334,1981-11-08,10,PIT,SEA,-5.0,43.0,21,24,-1,-1,1,,
335,1981-11-08,10,ATL,SF,-2.5,44.0,14,17,-1,-1,-1,,
336,1981-11-08,10,DET,WAS,2.0,44.0,31,33,0,-1,1,,
337,1981-11-08,10,PHI,STLCard,-4.5,42.0,52,10,1,1,1,,
338,1981-11-08,10,CLE,DEN,4.0,38.0,20,23,1,-1,1,,
339,1981-11-08,10,TB,MIN,5.0,40.0,10,25,-1,-1,-1,,
340,1981-11-08,10,NYJ,BColt,-3.0,48.0,41,14,1,1,1,,
341,1981-11-02,9,MIN,DEN,5.0,43.0,17,19,1,-1,-1,,
342,1981-11-01,9,SEA,GB,4.0,39.0,24,34,-1,-1,1,,
343,1981-11-01,9,NWE,OAK,1.0,42.0,17,27,-1,-1,1,,
